Country/Region,Province/State,Lat,Long,date,confirmed,deaths,recovered
Brazil,,-14.235,-51.9253,4/11/20,20727,1124,173
Brazil,,-14.235,-51.9253,4/12/20,22192,1223,173
Brazil,,-14.235,-51.9253,4/13/20,23430,1328,173
Brazil,,-14.235,-51.9253,4/14/20,25262,1532,3046
Brazil,,-14.235,-51.9253,4/15/20,28320,1736,14026
Brazil,,-14.235,-51.9253,4/16/20,30425,1924,14026
Brazil,,-14.235,-51.9253,4/17/20,33682,2141,14026
Brazil,,-14.235,-51.9253,4/18/20,36658,2354,14026
Brazil,,-14.235,-51.9253,4/19/20,38654,2462,22130
Brazil,,-14.235,-51.9253,4/20/20,40743,2587,22130
Brazil,,-14.235,-51.9253,4/21/20,43079,2741,22991
Brazil,,-14.235,-51.9253,4/22/20,45757,2906,25318
Brunei,,4.5353,114.7277,1/22/20,0,0,0
Brunei,,4.5353,114.7277,1/23/20,0,0,0
Brunei,,4.5353,114.7277,1/24/20,0,0,0
Brunei,,4.5353,114.7277,1/25/20,0,0,0
Brunei,,4.5353,114.7277,1/26/20,0,0,0
Brunei,,4.5353,114.7277,1/27/20,0,0,0
Brunei,,4.5353,114.7277,1/28/20,0,0,0
Brunei,,4.5353,114.7277,1/29/20,0,0,0
Brunei,,4.5353,114.7277,1/30/20,0,0,0
Brunei,,4.5353,114.7277,1/31/20,0,0,0
Brunei,,4.5353,114.7277,2/1/20,0,0,0
Brunei,,4.5353,114.7277,2/2/20,0,0,0
Brunei,,4.5353,114.7277,2/3/20,0,0,0
Brunei,,4.5353,114.7277,2/4/20,0,0,0
Brunei,,4.5353,114.7277,2/5/20,0,0,0
Brunei,,4.5353,114.7277,2/6/20,0,0,0
Brunei,,4.5353,114.7277,2/7/20,0,0,0
Brunei,,4.5353,114.7277,2/8/20,0,0,0
Brunei,,4.5353,114.7277,2/9/20,0,0,0
Brunei,,4.5353,114.7277,2/10/20,0,0,0
Brunei,,4.5353,114.7277,2/11/20,0,0,0
Brunei,,4.5353,114.7277,2/12/20,0,0,0
Brunei,,4.5353,114.7277,2/13/20,0,0,0
Brunei,,4.5353,114.7277,2/14/20,0,0,0
Brunei,,4.5353,114.7277,2/15/20,0,0,0
Brunei,,4.5353,114.7277,2/16/20,0,0,0
Brunei,,4.5353,114.7277,2/17/20,0,0,0
Brunei,,4.5353,114.7277,2/18/20,0,0,0
Brunei,,4.5353,114.7277,2/19/20,0,0,0
Brunei,,4.5353,114.7277,2/20/20,0,0,0
Brunei,,4.5353,114.7277,2/21/20,0,0,0
Brunei,,4.5353,114.7277,2/22/20,0,0,0
Brunei,,4.5353,114.7277,2/23/20,0,0,0
Brunei,,4.5353,114.7277,2/24/20,0,0,0
Brunei,,4.5353,114.7277,2/25/20,0,0,0
Brunei,,4.5353,114.7277,2/26/20,0,0,0
Brunei,,4.5353,114.7277,2/27/20,0,0,0
Brunei,,4.5353,114.7277,2/28/20,0,0,0
Brunei,,4.5353,114.7277,2/29/20,0,0,0
Brunei,,4.5353,114.7277,3/1/20,0,0,0
Brunei,,4.5353,114.7277,3/2/20,0,0,0
Brunei,,4.5353,114.7277,3/3/20,0,0,0
Brunei,,4.5353,114.7277,3/4/20,0,0,0
Brunei,,4.5353,114.7277,3/5/20,0,0,0
Brunei,,4.5353,114.7277,3/6/20,0,0,0
Brunei,,4.5353,114.7277,3/7/20,0,0,0
Brunei,,4.5353,114.7277,3/8/20,0,0,0
Brunei,,4.5353,114.7277,3/9/20,1,0,0
Brunei,,4.5353,114.7277,3/10/20,1,0,0
Brunei,,4.5353,114.7277,3/11/20,11,0,0
Brunei,,4.5353,114.7277,3/12/20,11,0,0
Brunei,,4.5353,114.7277,3/13/20,37,0,0
Brunei,,4.5353,114.7277,3/14/20,40,0,0
Brunei,,4.5353,114.7277,3/15/20,50,0,0
Brunei,,4.5353,114.7277,3/16/20,54,0,0
Brunei,,4.5353,114.7277,3/17/20,56,0,0
Brunei,,4.5353,114.7277,3/18/20,68,0,0
Brunei,,4.5353,114.7277,3/19/20,75,0,0
Brunei,,4.5353,114.7277,3/20/20,78,0,1
Brunei,,4.5353,114.7277,3/21/20,83,0,2
Brunei,,4.5353,114.7277,3/22/20,88,0,2
Brunei,,4.5353,114.7277,3/23/20,91,0,2
Brunei,,4.5353,114.7277,3/24/20,104,0,2
Brunei,,4.5353,114.7277,3/25/20,109,0,2
Brunei,,4.5353,114.7277,3/26/20,114,0,5
Brunei,,4.5353,114.7277,3/27/20,115,0,11
Brunei,,4.5353,114.7277,3/28/20,120,1,25
Brunei,,4.5353,114.7277,3/29/20,126,1,34
Brunei,,4.5353,114.7277,3/30/20,127,1,38
Brunei,,4.5353,114.7277,3/31/20,129,1,45
Brunei,,4.5353,114.7277,4/1/20,131,1,52
Brunei,,4.5353,114.7277,4/2/20,133,1,56
Brunei,,4.5353,114.7277,4/3/20,134,1,65
Brunei,,4.5353,114.7277,4/4/20,135,1,66
Brunei,,4.5353,114.7277,4/5/20,135,1,73
Brunei,,4.5353,114.7277,4/6/20,135,1,82
Brunei,,4.5353,114.7277,4/7/20,135,1,85
Brunei,,4.5353,114.7277,4/8/20,135,1,91
Brunei,,4.5353,114.7277,4/9/20,135,1,92
Brunei,,4.5353,114.7277,4/10/20,136,1,99
Brunei,,4.5353,114.7277,4/11/20,136,1,104
Brunei,,4.5353,114.7277,4/12/20,136,1,106
Brunei,,4.5353,114.7277,4/13/20,136,1,107
Brunei,,4.5353,114.7277,4/14/20,136,1,107
Brunei,,4.5353,114.7277,4/15/20,136,1,108
Brunei,,4.5353,114.7277,4/16/20,136,1,108
Brunei,,4.5353,114.7277,4/17/20,136,1,112
Brunei,,4.5353,114.7277,4/18/20,137,1,113
Brunei,,4.5353,114.7277,4/19/20,138,1,115
Brunei,,4.5353,114.7277,4/20/20,138,1,116
Brunei,,4.5353,114.7277,4/21/20,138,1,116
Brunei,,4.5353,114.7277,4/22/20,138,1,117
Bulgaria,,42.7339,25.4858,1/22/20,0,0,0
Bulgaria,,42.7339,25.4858,1/23/20,0,0,0
Bulgaria,,42.7339,25.4858,1/24/20,0,0,0
Bulgaria,,42.7339,25.4858,1/25/20,0,0,0
Bulgaria,,42.7339,25.4858,1/26/20,0,0,0
Bulgaria,,42.7339,25.4858,1/27/20,0,0,0
Bulgaria,,42.7339,25.4858,1/28/20,0,0,0
Bulgaria,,42.7339,25.4858,1/29/20,0,0,0
Bulgaria,,42.7339,25.4858,1/30/20,0,0,0
Bulgaria,,42.7339,25.4858,1/31/20,0,0,0
Bulgaria,,42.7339,25.4858,2/1/20,0,0,0
Bulgaria,,42.7339,25.4858,2/2/20,0,0,0
Bulgaria,,42.7339,25.4858,2/3/20,0,0,0
Bulgaria,,42.7339,25.4858,2/4/20,0,0,0
Bulgaria,,42.7339,25.4858,2/5/20,0,0,0
Bulgaria,,42.7339,25.4858,2/6/20,0,0,0
Bulgaria,,42.7339,25.4858,2/7/20,0,0,0
Bulgaria,,42.7339,25.4858,2/8/20,0,0,0
Bulgaria,,42.7339,25.4858,2/9/20,0,0,0
Bulgaria,,42.7339,25.4858,2/10/20,0,0,0
Bulgaria,,42.7339,25.4858,2/11/20,0,0,0
Bulgaria,,42.7339,25.4858,2/12/20,0,0,0
Bulgaria,,42.7339,25.4858,2/13/20,0,0,0
Bulgaria,,42.7339,25.4858,2/14/20,0,0,0
Bulgaria,,42.7339,25.4858,2/15/20,0,0,0
Bulgaria,,42.7339,25.4858,2/16/20,0,0,0
Bulgaria,,42.7339,25.4858,2/17/20,0,0,0
Bulgaria,,42.7339,25.4858,2/18/20,0,0,0
Bulgaria,,42.7339,25.4858,2/19/20,0,0,0
Bulgaria,,42.7339,25.4858,2/20/20,0,0,0
Bulgaria,,42.7339,25.4858,2/21/20,0,0,0
Bulgaria,,42.7339,25.4858,2/22/20,0,0,0
Bulgaria,,42.7339,25.4858,2/23/20,0,0,0
Bulgaria,,42.7339,25.4858,2/24/20,0,0,0
Bulgaria,,42.7339,25.4858,2/25/20,0,0,0
Bulgaria,,42.7339,25.4858,2/26/20,0,0,0
Bulgaria,,42.7339,25.4858,2/27/20,0,0,0
Bulgaria,,42.7339,25.4858,2/28/20,0,0,0
Bulgaria,,42.7339,25.4858,2/29/20,0,0,0
Bulgaria,,42.7339,25.4858,3/1/20,0,0,0
Bulgaria,,42.7339,25.4858,3/2/20,0,0,0
Bulgaria,,42.7339,25.4858,3/3/20,0,0,0
Bulgaria,,42.7339,25.4858,3/4/20,0,0,0
Bulgaria,,42.7339,25.4858,3/5/20,0,0,0
Bulgaria,,42.7339,25.4858,3/6/20,0,0,0
Bulgaria,,42.7339,25.4858,3/7/20,0,0,0
Bulgaria,,42.7339,25.4858,3/8/20,4,0,0
Bulgaria,,42.7339,25.4858,3/9/20,4,0,0
Bulgaria,,42.7339,25.4858,3/10/20,4,0,0
Bulgaria,,42.7339,25.4858,3/11/20,7,1,0
Bulgaria,,42.7339,25.4858,3/12/20,7,1,0
Bulgaria,,42.7339,25.4858,3/13/20,23,1,0
Bulgaria,,42.7339,25.4858,3/14/20,41,2,0
Bulgaria,,42.7339,25.4858,3/15/20,51,2,0
Bulgaria,,42.7339,25.4858,3/16/20,52,2,0
Bulgaria,,42.7339,25.4858,3/17/20,67,2,0
Bulgaria,,42.7339,25.4858,3/18/20,92,2,0
Bulgaria,,42.7339,25.4858,3/19/20,94,3,0
Bulgaria,,42.7339,25.4858,3/20/20,127,3,0
Bulgaria,,42.7339,25.4858,3/21/20,163,3,3
Bulgaria,,42.7339,25.4858,3/22/20,187,3,3
Bulgaria,,42.7339,25.4858,3/23/20,201,3,3
Bulgaria,,42.7339,25.4858,3/24/20,218,3,3
Bulgaria,,42.7339,25.4858,3/25/20,242,3,4
Bulgaria,,42.7339,25.4858,3/26/20,264,3,8
Bulgaria,,42.7339,25.4858,3/27/20,293,3,9
Bulgaria,,42.7339,25.4858,3/28/20,331,7,11
Bulgaria,,42.7339,25.4858,3/29/20,346,8,14
Bulgaria,,42.7339,25.4858,3/30/20,359,8,17
Bulgaria,,42.7339,25.4858,3/31/20,399,8,17
Bulgaria,,42.7339,25.4858,4/1/20,422,10,20
Bulgaria,,42.7339,25.4858,4/2/20,457,10,25
Bulgaria,,42.7339,25.4858,4/3/20,485,14,30
Bulgaria,,42.7339,25.4858,4/4/20,503,17,34
Bulgaria,,42.7339,25.4858,4/5/20,531,20,37
Bulgaria,,42.7339,25.4858,4/6/20,549,22,39
Bulgaria,,42.7339,25.4858,4/7/20,577,23,42
Bulgaria,,42.7339,25.4858,4/8/20,593,24,42
Bulgaria,,42.7339,25.4858,4/9/20,618,24,48
Bulgaria,,42.7339,25.4858,4/10/20,635,25,54
Bulgaria,,42.7339,25.4858,4/11/20,661,28,62
Bulgaria,,42.7339,25.4858,4/12/20,675,29,68
Bulgaria,,42.7339,25.4858,4/13/20,685,32,71
Bulgaria,,42.7339,25.4858,4/14/20,713,35,81
Bulgaria,,42.7339,25.4858,4/15/20,747,36,105
Bulgaria,,42.7339,25.4858,4/16/20,800,38,122
Bulgaria,,42.7339,25.4858,4/17/20,846,41,141
Bulgaria,,42.7339,25.4858,4/18/20,878,41,153
Bulgaria,,42.7339,25.4858,4/19/20,894,42,161
Bulgaria,,42.7339,25.4858,4/20/20,929,43,167
Bulgaria,,42.7339,25.4858,4/21/20,975,45,170
Bulgaria,,42.7339,25.4858,4/22/20,1024,49,174
Burkina Faso,,12.2383,-1.5616,1/22/20,0,0,0
Burkina Faso,,12.2383,-1.5616,1/23/20,0,0,0
Burkina Faso,,12.2383,-1.5616,1/24/20,0,0,0
Burkina Faso,,12.2383,-1.5616,1/25/20,0,0,0
Burkina Faso,,12.2383,-1.5616,1/26/20,0,0,0
Burkina Faso,,12.2383,-1.5616,1/27/20,0,0,0
Burkina Faso,,12.2383,-1.5616,1/28/20,0,0,0
Burkina Faso,,12.2383,-1.5616,1/29/20,0,0,0
Burkina Faso,,12.2383,-1.5616,1/30/20,0,0,0
Burkina Faso,,12.2383,-1.5616,1/31/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/1/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/2/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/3/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/4/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/5/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/6/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/7/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/8/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/9/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/10/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/11/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/12/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/13/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/14/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/15/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/16/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/17/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/18/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/19/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/20/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/21/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/22/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/23/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/24/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/25/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/26/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/27/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/28/20,0,0,0
Burkina Faso,,12.2383,-1.5616,2/29/20,0,0,0
Burkina Faso,,12.2383,-1.5616,3/1/20,0,0,0
Burkina Faso,,12.2383,-1.5616,3/2/20,0,0,0
Burkina Faso,,12.2383,-1.5616,3/3/20,0,0,0
Burkina Faso,,12.2383,-1.5616,3/4/20,0,0,0
Burkina Faso,,12.2383,-1.5616,3/5/20,0,0,0
Burkina Faso,,12.2383,-1.5616,3/6/20,0,0,0
Burkina Faso,,12.2383,-1.5616,3/7/20,0,0,0
Burkina Faso,,12.2383,-1.5616,3/8/20,0,0,0
Burkina Faso,,12.2383,-1.5616,3/9/20,0,0,0
Burkina Faso,,12.2383,-1.5616,3/10/20,1,0,0
Burkina Faso,,12.2383,-1.5616,3/11/20,2,0,0
Burkina Faso,,12.2383,-1.5616,3/12/20,2,0,0
Burkina Faso,,12.2383,-1.5616,3/13/20,2,0,0
Burkina Faso,,12.2383,-1.5616,3/14/20,2,0,0
Burkina Faso,,12.2383,-1.5616,3/15/20,3,0,0
Burkina Faso,,12.2383,-1.5616,3/16/20,15,0,0
Burkina Faso,,12.2383,-1.5616,3/17/20,15,0,0
Burkina Faso,,12.2383,-1.5616,3/18/20,20,1,0
Burkina Faso,,12.2383,-1.5616,3/19/20,33,1,0
Burkina Faso,,12.2383,-1.5616,3/20/20,40,1,0
Burkina Faso,,12.2383,-1.5616,3/21/20,64,2,5
Burkina Faso,,12.2383,-1.5616,3/22/20,75,4,5
Burkina Faso,,12.2383,-1.5616,3/23/20,99,4,5
Burkina Faso,,12.2383,-1.5616,3/24/20,114,4,7
Burkina Faso,,12.2383,-1.5616,3/25/20,146,4,10
Burkina Faso,,12.2383,-1.5616,3/26/20,152,7,10
Burkina Faso,,12.2383,-1.5616,3/27/20,180,9,12
Burkina Faso,,12.2383,-1.5616,3/28/20,207,11,21
Burkina Faso,,12.2383,-1.5616,3/29/20,222,12,23
Burkina Faso,,12.2383,-1.5616,3/30/20,246,12,31
Burkina Faso,,12.2383,-1.5616,3/31/20,261,14,32
Burkina Faso,,12.2383,-1.5616,4/1/20,282,16,46
Burkina Faso,,12.2383,-1.5616,4/2/20,288,16,50
Burkina Faso,,12.2383,-1.5616,4/3/20,302,16,50
Burkina Faso,,12.2383,-1.5616,4/4/20,318,16,66
Burkina Faso,,12.2383,-1.5616,4/5/20,345,17,90
Burkina Faso,,12.2383,-1.5616,4/6/20,364,18,108
Burkina Faso,,12.2383,-1.5616,4/7/20,384,19,127
Burkina Faso,,12.2383,-1.5616,4/8/20,414,23,134
Burkina Faso,,12.2383,-1.5616,4/9/20,443,24,146
Burkina Faso,,12.2383,-1.5616,4/10/20,443,24,146
Burkina Faso,,12.2383,-1.5616,4/11/20,484,27,155
Burkina Faso,,12.2383,-1.5616,4/12/20,497,27,161
Burkina Faso,,12.2383,-1.5616,4/13/20,497,27,161
Burkina Faso,,12.2383,-1.5616,4/14/20,528,30,177
Burkina Faso,,12.2383,-1.5616,4/15/20,542,32,226
Burkina Faso,,12.2383,-1.5616,4/16/20,546,32,257
Burkina Faso,,12.2383,-1.5616,4/17/20,557,35,294
Burkina Faso,,12.2383,-1.5616,4/18/20,565,36,321
Burkina Faso,,12.2383,-1.5616,4/19/20,576,36,338
Burkina Faso,,12.2383,-1.5616,4/20/20,581,38,357
Burkina Faso,,12.2383,-1.5616,4/21/20,600,38,362
Burkina Faso,,12.2383,-1.5616,4/22/20,609,39,389
Cabo Verde,,16.5388,-23.0418,1/22/20,0,0,0
Cabo Verde,,16.5388,-23.0418,1/23/20,0,0,0
Cabo Verde,,16.5388,-23.0418,1/24/20,0,0,0
Cabo Verde,,16.5388,-23.0418,1/25/20,0,0,0
Cabo Verde,,16.5388,-23.0418,1/26/20,0,0,0
Cabo Verde,,16.5388,-23.0418,1/27/20,0,0,0
Cabo Verde,,16.5388,-23.0418,1/28/20,0,0,0
Cabo Verde,,16.5388,-23.0418,1/29/20,0,0,0
Cabo Verde,,16.5388,-23.0418,1/30/20,0,0,0
Cabo Verde,,16.5388,-23.0418,1/31/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/1/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/2/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/3/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/4/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/5/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/6/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/7/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/8/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/9/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/10/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/11/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/12/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/13/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/14/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/15/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/16/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/17/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/18/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/19/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/20/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/21/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/22/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/23/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/24/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/25/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/26/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/27/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/28/20,0,0,0
Cabo Verde,,16.5388,-23.0418,2/29/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/1/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/2/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/3/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/4/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/5/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/6/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/7/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/8/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/9/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/10/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/11/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/12/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/13/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/14/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/15/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/16/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/17/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/18/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/19/20,0,0,0
Cabo Verde,,16.5388,-23.0418,3/20/20,1,0,0
Cabo Verde,,16.5388,-23.0418,3/21/20,3,0,0
Cabo Verde,,16.5388,-23.0418,3/22/20,3,0,0
Cabo Verde,,16.5388,-23.0418,3/23/20,3,0,0
Cabo Verde,,16.5388,-23.0418,3/24/20,3,1,0
Cabo Verde,,16.5388,-23.0418,3/25/20,4,1,0
Cabo Verde,,16.5388,-23.0418,3/26/20,4,1,0
Cabo Verde,,16.5388,-23.0418,3/27/20,5,1,0
Cabo Verde,,16.5388,-23.0418,3/28/20,5,1,0
Cabo Verde,,16.5388,-23.0418,3/29/20,6,1,0
Cabo Verde,,16.5388,-23.0418,3/30/20,6,1,0
Cabo Verde,,16.5388,-23.0418,3/31/20,6,1,0
Cabo Verde,,16.5388,-23.0418,4/1/20,6,1,0
Cabo Verde,,16.5388,-23.0418,4/2/20,6,1,0
Cabo Verde,,16.5388,-23.0418,4/3/20,6,1,0
Cabo Verde,,16.5388,-23.0418,4/4/20,7,1,0
Cabo Verde,,16.5388,-23.0418,4/5/20,7,1,0
Cabo Verde,,16.5388,-23.0418,4/6/20,7,1,1
Cabo Verde,,16.5388,-23.0418,4/7/20,7,1,1
Cabo Verde,,16.5388,-23.0418,4/8/20,7,1,1
Cabo Verde,,16.5388,-23.0418,4/9/20,7,1,1
Cabo Verde,,16.5388,-23.0418,4/10/20,7,1,1
Cabo Verde,,16.5388,-23.0418,4/11/20,8,1,1
Cabo Verde,,16.5388,-23.0418,4/12/20,8,1,1
Cabo Verde,,16.5388,-23.0418,4/13/20,10,1,1
Cabo Verde,,16.5388,-23.0418,4/14/20,11,1,1
Cabo Verde,,16.5388,-23.0418,4/15/20,56,1,1
Cabo Verde,,16.5388,-23.0418,4/16/20,56,1,1
Cabo Verde,,16.5388,-23.0418,4/17/20,56,1,1
Cabo Verde,,16.5388,-23.0418,4/18/20,58,1,1
Cabo Verde,,16.5388,-23.0418,4/19/20,61,1,1
Cabo Verde,,16.5388,-23.0418,4/20/20,67,1,1
Cabo Verde,,16.5388,-23.0418,4/21/20,68,1,1
Cabo Verde,,16.5388,-23.0418,4/22/20,73,1,1
Cambodia,,11.55,104.9167,1/22/20,0,0,0
Cambodia,,11.55,104.9167,1/23/20,0,0,0
Cambodia,,11.55,104.9167,1/24/20,0,0,0
Cambodia,,11.55,104.9167,1/25/20,0,0,0
Cambodia,,11.55,104.9167,1/26/20,0,0,0
Cambodia,,11.55,104.9167,1/27/20,1,0,0
Cambodia,,11.55,104.9167,1/28/20,1,0,0
Cambodia,,11.55,104.9167,1/29/20,1,0,0
Cambodia,,11.55,104.9167,1/30/20,1,0,0
Cambodia,,11.55,104.9167,1/31/20,1,0,0
Cambodia,,11.55,104.9167,2/1/20,1,0,0
Cambodia,,11.55,104.9167,2/2/20,1,0,0
Cambodia,,11.55,104.9167,2/3/20,1,0,0
Cambodia,,11.55,104.9167,2/4/20,1,0,0
Cambodia,,11.55,104.9167,2/5/20,1,0,0
Cambodia,,11.55,104.9167,2/6/20,1,0,0
Cambodia,,11.55,104.9167,2/7/20,1,0,0
Cambodia,,11.55,104.9167,2/8/20,1,0,0
Cambodia,,11.55,104.9167,2/9/20,1,0,0
Cambodia,,11.55,104.9167,2/10/20,1,0,0
Cambodia,,11.55,104.9167,2/11/20,1,0,0
Cambodia,,11.55,104.9167,2/12/20,1,0,1
Cambodia,,11.55,104.9167,2/13/20,1,0,1
Cambodia,,11.55,104.9167,2/14/20,1,0,1
Cambodia,,11.55,104.9167,2/15/20,1,0,1
Cambodia,,11.55,104.9167,2/16/20,1,0,1
Cambodia,,11.55,104.9167,2/17/20,1,0,1
Cambodia,,11.55,104.9167,2/18/20,1,0,1
Cambodia,,11.55,104.9167,2/19/20,1,0,1
Cambodia,,11.55,104.9167,2/20/20,1,0,1
Cambodia,,11.55,104.9167,2/21/20,1,0,1
Cambodia,,11.55,104.9167,2/22/20,1,0,1
Cambodia,,11.55,104.9167,2/23/20,1,0,1
Cambodia,,11.55,104.9167,2/24/20,1,0,1
Cambodia,,11.55,104.9167,2/25/20,1,0,1
Cambodia,,11.55,104.9167,2/26/20,1,0,1
Cambodia,,11.55,104.9167,2/27/20,1,0,1
Cambodia,,11.55,104.9167,2/28/20,1,0,1
Cambodia,,11.55,104.9167,2/29/20,1,0,1
Cambodia,,11.55,104.9167,3/1/20,1,0,1
Cambodia,,11.55,104.9167,3/2/20,1,0,1
Cambodia,,11.55,104.9167,3/3/20,1,0,1
Cambodia,,11.55,104.9167,3/4/20,1,0,1
Cambodia,,11.55,104.9167,3/5/20,1,0,1
Cambodia,,11.55,104.9167,3/6/20,1,0,1
Cambodia,,11.55,104.9167,3/7/20,1,0,1
Cambodia,,11.55,104.9167,3/8/20,2,0,1
Cambodia,,11.55,104.9167,3/9/20,2,0,1
Cambodia,,11.55,104.9167,3/10/20,2,0,1
Cambodia,,11.55,104.9167,3/11/20,3,0,1
Cambodia,,11.55,104.9167,3/12/20,3,0,1
Cambodia,,11.55,104.9167,3/13/20,5,0,1
Cambodia,,11.55,104.9167,3/14/20,7,0,1
Cambodia,,11.55,104.9167,3/15/20,7,0,1
Cambodia,,11.55,104.9167,3/16/20,7,0,1
Cambodia,,11.55,104.9167,3/17/20,33,0,1
Cambodia,,11.55,104.9167,3/18/20,35,0,1
Cambodia,,11.55,104.9167,3/19/20,37,0,1
Cambodia,,11.55,104.9167,3/20/20,51,0,1
Cambodia,,11.55,104.9167,3/21/20,53,0,1
Cambodia,,11.55,104.9167,3/22/20,84,0,1
Cambodia,,11.55,104.9167,3/23/20,87,0,1
Cambodia,,11.55,104.9167,3/24/20,91,0,4
Cambodia,,11.55,104.9167,3/25/20,96,0,10
Cambodia,,11.55,104.9167,3/26/20,96,0,10
Cambodia,,11.55,104.9167,3/27/20,99,0,11
Cambodia,,11.55,104.9167,3/28/20,99,0,13
Cambodia,,11.55,104.9167,3/29/20,103,0,21
Cambodia,,11.55,104.9167,3/30/20,107,0,21
Cambodia,,11.55,104.9167,3/31/20,109,0,23
Cambodia,,11.55,104.9167,4/1/20,109,0,25
Cambodia,,11.55,104.9167,4/2/20,110,0,34
Cambodia,,11.55,104.9167,4/3/20,114,0,35
Cambodia,,11.55,104.9167,4/4/20,114,0,50
Cambodia,,11.55,104.9167,4/5/20,114,0,50
Cambodia,,11.55,104.9167,4/6/20,114,0,53
Cambodia,,11.55,104.9167,4/7/20,115,0,58
Cambodia,,11.55,104.9167,4/8/20,117,0,63
Cambodia,,11.55,104.9167,4/9/20,119,0,62
Cambodia,,11.55,104.9167,4/10/20,119,0,72
Cambodia,,11.55,104.9167,4/11/20,120,0,75
Cambodia,,11.55,104.9167,4/12/20,122,0,77
Cambodia,,11.55,104.9167,4/13/20,122,0,77
Cambodia,,11.55,104.9167,4/14/20,122,0,91
